Buch;Unit;Thema;Deutsch;Englisch
IT Matters;3 - Computer hardware;Hardware;Hirn, Gehirn;brain
IT Matters;3 - Computer hardware;Hardware;Eingabegerät;input device
IT Matters;3 - Computer hardware;Hardware;auf etwas einwirken, Informationen mit etwas austauschen;to interact with something
IT Matters;3 - Computer hardware;Hardware;Ausführung, Modell;version
IT Matters;3 - Computer hardware;Hardware;Taste, Knopf, Schalter;button
IT Matters;3 - Computer hardware;Hardware;sich unterscheiden;to make a difference
IT Matters;3 - Computer hardware;Hardware;Peripheriegerät;peripheral
IT Matters;3 - Computer hardware;Hardware;Anschlüsse;connectivity
IT Matters;3 - Computer hardware;Hardware;freiberuflich, selbstständig;freelance
IT Matters;3 - Computer hardware;Hardware;Grafikdesign;graphic design
IT Matters;3 - Computer hardware;Hardware;etwas einrichten;to set up something
IT Matters;3 - Computer hardware;Hardware;hauptsächlich, meistens;mostly
IT Matters;3 - Computer hardware;Hardware;freihändig;hands-free
IT Matters;3 - Computer hardware;Hardware;etwas an etwas koppeln, etwas mit etwas verbinden;to pair something with something
IT Matters;3 - Computer hardware;Hardware;praktisch, bequem;convenient
IT Matters;3 - Computer hardware;Hardware;Lautsprecher;speaker
IT Matters;3 - Computer hardware;Hardware;mit, mittels, über, durch;via
IT Matters;3 - Computer hardware;Hardware;Buchse;jack
IT Matters;3 - Computer hardware;Hardware;Tonqualität;audio quality
IT Matters;3 - Computer hardware;Hardware;anschließen, einstecken;to plug
IT Matters;3 - Computer hardware;Hardware;hauptsächlich, meistens;mostly
IT Matters;3 - Computer hardware;Hardware;laden, aufladen;to charge
IT Matters;3 - Computer hardware;Hardware;über etwas verfügen, etwas haben;to come with something
IT Matters;3 - Computer hardware;Hardware;falls ;in case
IT Matters;3 - Computer hardware;Hardware;Anschluss;port
IT Matters;3 - Computer hardware;Hardware;mindestens;at least
IT Matters;3 - Computer hardware;Hardware;stecken;to stick
IT Matters;3 - Computer hardware;Hardware;ausstecken, herausziehen;to unplug
IT Matters;3 - Computer hardware;Hardware;etwas mit etwas verbinden;to hook something to something
IT Matters;3 - Computer hardware;Hardware;Reserve;backup
IT Matters;3 - Computer hardware;Hardware;expandieren, vordringen;to expand
IT Matters;3 - Computer hardware;Hardware;erweitert;augmented
IT Matters;3 - Computer hardware;Hardware;virtuell;virtual
IT Matters;3 - Computer hardware;Hardware;installieren;to install
IT Matters;3 - Computer hardware;Hardware;Bedienungsanleitung;instruction manual
IT Matters;3 - Computer hardware;Hardware;Hinweis, Warnung;warning
IT Matters;3 - Computer hardware;Hardware;herunterfahren, ausschalten;to shut down
IT Matters;3 - Computer hardware;Hardware;abkühlen;to cool
IT Matters;3 - Computer hardware;Hardware;trennen;to disconnect
IT Matters;3 - Computer hardware;Hardware;Netzteil;power adapter
IT Matters;3 - Computer hardware;Hardware;Schloss;lock
IT Matters;3 - Computer hardware;Hardware;verhindern, verhüten;to prevent
IT Matters;3 - Computer hardware;Hardware;etwas umdrehen, etwas auf die andere Seite legen;to turn something over
IT Matters;3 - Computer hardware;Hardware;Schraube;screw
IT Matters;3 - Computer hardware;Hardware;befestigen;to secure
IT Matters;3 - Computer hardware;Hardware;Gehäuse;case
IT Matters;3 - Computer hardware;Hardware;Gehäuseunterteil;bottom case
IT Matters;3 - Computer hardware;Hardware;Kreuzschlitzschraubenzieher, Kreuzschlitzschraubendreher;Phillips screwdriver
IT Matters;3 - Computer hardware;Hardware;sich ablösen lassen;to come off
IT Matters;3 - Computer hardware;Hardware;einigermaßen, ziemlich;fairly
IT Matters;3 - Computer hardware;Hardware;etwas, ein wenig;lightly
IT Matters;3 - Computer hardware;Hardware;Kraft aufwenden;to force something
IT Matters;3 - Computer hardware;Hardware;etwas fixieren;to hold something in place
IT Matters;3 - Computer hardware;Hardware;herausdrehen;to unscrew
IT Matters;3 - Computer hardware;Hardware;behutsam, vorsichtig;gently
IT Matters;3 - Computer hardware;Hardware;heben;to lift
IT Matters;3 - Computer hardware;Hardware;Montagerahmen;chassis
IT Matters;3 - Computer hardware;Hardware;Flachbandkabel;ribbon cable
IT Matters;3 - Computer hardware;Hardware;schrauben, festschrauben;to screw
IT Matters;3 - Computer hardware;Hardware;wieder einsetzen;to re-attach
IT Matters;3 - Computer hardware;Hardware;Speichermodul;RAM module
IT Matters;3 - Computer hardware;Hardware;Hebel;lever
IT Matters;3 - Computer hardware;Hardware;nach außen;in an outward direction
IT Matters;3 - Computer hardware;Hardware;etwas lösen;to release something
IT Matters;3 - Computer hardware;Hardware;Steckplatz;slot
IT Matters;3 - Computer hardware;Hardware;hochspringen, herausspringen;to pop up
IT Matters;3 - Computer hardware;Hardware;halbkreisförmig;half-circle
IT Matters;3 - Computer hardware;Hardware;Kerbe, Einkerbung;notch
IT Matters;3 - Computer hardware;Hardware;etwas herausschieben;to slide out something
IT Matters;3 - Computer hardware;Hardware;etwas auf etwas ausrichten;to align something with something
IT Matters;3 - Computer hardware;Hardware;Kante;edge
IT Matters;3 - Computer hardware;Hardware;Austausch, Ersatz;replacement
IT Matters;3 - Computer hardware;Hardware;neigen, kippen;to tilt
IT Matters;3 - Computer hardware;Hardware;fest;firm
IT Matters;3 - Computer hardware;Hardware;gleichmäßig;even
IT Matters;3 - Computer hardware;Hardware;Druck;pressure
IT Matters;3 - Computer hardware;Hardware;einsetzen, hineinstecken;to insert
IT Matters;3 - Computer hardware;Hardware;etwas abwechslend tun;to take it in turns to do something
IT Matters;3 - Computer hardware;Hardware;Anwendung, Programm;application
IT Matters;3 - Computer hardware;Hardware;Grad;degree
IT Matters;3 - Computer hardware;Hardware;Bewegung;motion
IT Matters;3 - Computer hardware;Hardware;nachvollziehen, verfolgen;to track
IT Matters;3 - Computer hardware;Hardware;mehrere;multiple
IT Matters;3 - Computer hardware;Hardware;integriert, eingebettet;embedded
IT Matters;3 - Computer hardware;Hardware;Darstellung, Display;display
IT Matters;3 - Computer hardware;Hardware;Auflösung;resolution
IT Matters;3 - Computer hardware;Hardware;wirklich, wahrhaftig;truly
IT Matters;3 - Computer hardware;Hardware;realistisch, wirklichkeitsnah;realistic
IT Matters;3 - Computer hardware;Hardware;Erlebnis;experience
IT Matters;3 - Computer hardware;Hardware;etwas mit Strom versorgen;to power something
IT Matters;3 - Computer hardware;Hardware;unbegrent;unlimited
IT Matters;3 - Computer hardware;Hardware;Verzögerung, Latenz;latency
IT Matters;3 - Computer hardware;Hardware;drahtlos;wireless
IT Matters;3 - Computer hardware;Hardware;sich mit etwas verbinden lassen;to attach to something
IT Matters;3 - Computer hardware;Hardware;Riemen, Gurt;strap
IT Matters;3 - Computer hardware;Hardware;halten;to last
IT Matters;3 - Computer hardware;Hardware;Einheit, Gerät;unit
IT Matters;3 - Computer hardware;Hardware;kommunizieren;to communicate
IT Matters;3 - Computer hardware;Hardware;firmeneigen, urheberrechtlich geschützt;proprietary
IT Matters;3 - Computer hardware;Hardware;Übertragungsprotokoll;protocol
IT Matters;3 - Computer hardware;Hardware;erfassen;to map
IT Matters;3 - Computer hardware;Hardware;Akku, Batterie;battery
IT Matters;3 - Computer hardware;Hardware;batteriebetrieben, mit Akkus betrieben;battery powered
IT Matters;3 - Computer hardware;Hardware;Ladung;charge
IT Matters;3 - Computer hardware;Hardware;mitgeliefert;supplied
IT Matters;3 - Computer hardware;Hardware;Basisstation;base station
IT Matters;3 - Computer hardware;Hardware;physisch, räumlich;physical
IT Matters;3 - Computer hardware;Hardware;überwachen;to monitor
IT Matters;3 - Computer hardware;Hardware;Infrarot;infrared
IT Matters;3 - Computer hardware;Hardware;Kopfhöhe;head height
IT Matters;3 - Computer hardware;Hardware;Montageset;mounting kit
IT Matters;3 - Computer hardware;Hardware;positionieren;to position
IT Matters;3 - Computer hardware;Hardware;Stromquelle;power source
IT Matters;3 - Computer hardware;Hardware;Waffe;weapon
IT Matters;3 - Computer hardware;Hardware;etwas mit etwas verbinden;to attach something to something
IT Matters;3 - Computer hardware;Hardware;Klebeband;tape
IT Matters;3 - Computer hardware;Hardware;gleichzeitig;simultaneously
IT Matters;3 - Computer hardware;Hardware;auf etwas verweisen;to refer to something
IT Matters;3 - Computer hardware;Hardware;Funktion;function
IT Matters;3 - Computer hardware;Hardware;Vermögen, Fähigkeit;capability
IT Matters;3 - Computer hardware;Hardware;Leitfaden, Anhaltspunkt;guide
IT Matters;3 - Computer hardware;Hardware;Konfiguration;configuration
IT Matters;3 - Computer hardware;Hardware;Ladenkette;store chain
IT Matters;3 - Computer hardware;Hardware;geschäftlich tätig sein;to operate
IT Matters;3 - Computer hardware;Hardware;in ganz;throughout
IT Matters;3 - Computer hardware;Hardware;beurteilen, einschätzen;to assess
IT Matters;3 - Computer hardware;Hardware;Markenführung, Markenbildung;branding
IT Matters;3 - Computer hardware;Hardware;Leistung;performance
IT Matters;3 - Computer hardware;Hardware;erscheinen;to appear
IT Matters;3 - Computer hardware;Hardware;exakt, genau;accurate
IT Matters;3 - Computer hardware;Hardware;Farbdarstellung;color reproduction
IT Matters;3 - Computer hardware;Hardware;statt, anstatt;instead of
IT Matters;3 - Computer hardware;Hardware;eingeben;to input 
IT Matters;3 - Computer hardware;Hardware;Kundenbetreuung, Kundendienst;customer support
IT Matters;3 - Computer hardware;Hardware;Gewährleistung;warranty 
IT Matters;3 - Computer hardware;Hardware;Retoure, Rücksendung;return 
IT Matters;3 - Computer hardware;Hardware;etwas ist jemanden egal;somebody doesn't mind
IT Matters;3 - Computer hardware;Hardware;etwas nachschlagen, etwas suchen;to look something up 
IT Matters;3 - Computer hardware;Hardware;leistungsstark;high-powered
IT Matters;3 - Computer hardware;Hardware;Kundenbetreuer, Kundenbetreuerin;account manager
IT Matters;3 - Computer hardware;Hardware;leicht;lightweight 
IT Matters;3 - Computer hardware;Hardware;laden;to load 
IT Matters;3 - Computer hardware;Hardware;kompilieren;to compile 
IT Matters;3 - Computer hardware;Hardware;Tabellenkalkulation, Tabelle;spreadsheet 
IT Matters;3 - Computer hardware;Hardware;etwas ausführen, etwas durchführen;to perform something 
IT Matters;3 - Computer hardware;Hardware;Berechnung, Rechenvorgang;calculation 
IT Matters;3 - Computer hardware;Hardware;hektisch, in Eile;in a rush 
IT Matters;3 - Computer hardware;Hardware;Merkmal, Eigenschaft;feature 
IT Matters;3 - Computer hardware;Hardware;Rechenleistung;processing power
IT Matters;3 - Computer hardware;Hardware;Ladezeit;load time 
IT Matters;3 - Computer hardware;Hardware;Vertreter, Vertreterin;sales representative
IT Matters;3 - Computer hardware;Hardware;anhand von, auf Grundlage von;based on 
IT Matters;3 - Computer hardware;Hardware;sich an etwas halten;to stick to something 
IT Matters;3 - Computer hardware;Hardware;unterwegs sein;to be on the road
IT Matters;3 - Computer hardware;Hardware;tauglich, geeignet;fit-for-purpose
IT Matters;3 - Computer hardware;Hardware;passend, geeignet;appropriate 
IT Matters;3 - Computer hardware;Hardware;Beamer;projector 
IT Matters;3 - Computer hardware;Hardware;Transportierbarkeit, Mobilität;portability 
IT Matters;3 - Computer hardware;Hardware;langlebig, leistungsstark;long-lasting 
IT Matters;3 - Computer hardware;Hardware;genau richtig;spot on 
IT Matters;3 - Computer hardware;Hardware;Speicherplatz;storage space
IT Matters;3 - Computer hardware;Hardware;ebenso;likewise 
IT Matters;3 - Computer hardware;Hardware;allzu, übermäßig;overly 
IT Matters;3 - Computer hardware;Hardware;Prozessor;processor 
IT Matters;3 - Computer hardware;Customer;ratsam, empfehlenswert;advisable
IT Matters;3 - Computer hardware;Customer;aufgrund von, wegen;due to 
IT Matters;3 - Computer hardware;Customer;unpassend, ungeeignet;inappropriate
IT Matters;3 - Computer hardware;Customer;beeindrucken;to impress 
IT Matters;3 - Computer hardware;Customer;insgesamt, alles in allem, unterm Strich;all things considered
IT Matters;3 - Computer hardware;Customer;für jemanden richtig sein, gut zu jemanden passen;to be a good fit for somebody
IT Matters;3 - Computer hardware;Customer;Einschätzung, Bewertung;assessment 
IT Matters;3 - Computer hardware;Customer;anpassen, kundengerecht anfertigen, individuell anfertigen, individualisieren;to customize 
IT Matters;3 - Computer hardware;Customer;Anforderungen erfüllen;to meet requirements
IT Matters;3 - Computer hardware;Customer;um etwas bitten;to request something 
IT Matters;3 - Computer hardware;Customer;etwas begründen;to give reasons for something
IT Matters;3 - Computer hardware;Customer;mit etwas umgehen, etwas bearbeiten;to manipulate something
IT Matters;3 - Computer hardware;Company;Plakat;poster 
IT Matters;3 - Computer hardware;Company;Ticketsystem;ticketing system
IT Matters;3 - Computer hardware;Company;etwas betrachten, sich etwas ansehen;to view something 
IT Matters;3 - Computer hardware;Company;bearbeiten;to edit 
IT Matters;3 - Computer hardware;Company;Modell, Ausführung;model 
IT Matters;3 - Computer hardware;Software;Betriebssystem;operating system
IT Matters;3 - Computer hardware;Hardware;Doppelkernprozessor;dual-core processor
IT Matters;3 - Computer hardware;Hardware;Zoll ;inch 
IT Matters;3 - Computer hardware;Hardware;integriert;integrated 
IT Matters;3 - Computer hardware;Hardware;Kopfhörer;headphones
IT Matters;3 - Computer hardware;Hardware;Akkulaufzeit;battery life 
IT Matters;3 - Computer hardware;Hardware;Gewicht;weight 
IT Matters;3 - Computer hardware;Hardware;Werkzeug;tool 
IT Matters;3 - Computer hardware;Company;Gewerbe, Branche;trade 
IT Matters;3 - Computer hardware;Customer;sich um etwas kümmern, etwas bearbeiten, etwas erledigen;to take care of something
IT Matters;3 - Computer hardware;Customer;Anfrage;enquiry 
IT Matters;3 - Computer hardware;Customer;vorkommen, auftauchen;to appear 
IT Matters;3 - Computer hardware;Customer;Punkt;dot 
IT Matters;3 - Computer hardware;Customer;Bindestrich, Minus;hyphen 
IT Matters;3 - Computer hardware;Customer;Unterstrich;underscore 
IT Matters;3 - Computer hardware;Customer;diktieren;to dictate 
IT Matters;3 - Computer hardware;Customer;Betreffzeile;subject line
IT Matters;3 - Computer hardware;Customer;Hinweis, Anzeichen;indication
IT Matters;3 - Computer hardware;Customer;Bitte ;request 
IT Matters;3 - Computer hardware;Customer;Hilfe, Unterstützung;assistance 
IT Matters;3 - Computer hardware;Customer;ankündigen;to announce 
IT Matters;3 - Computer hardware;Customer;Anschreiben, Begleitschreiben;covering letter
IT Matters;3 - Computer hardware;Customer;Broschüre, Prospekt;brochure
IT Matters;3 - Computer hardware;Customer;Veranstaltungsort;venue 
IT Matters;3 - Computer hardware;Customer;Veranstaltung;event 
IT Matters;3 - Computer hardware;Customer;Faltblatt;flyer 
IT Matters;3 - Computer hardware;Customer;Antrag, Bewerbung;application
IT Matters;3 - Computer hardware;Customer;Messestand;stand 
IT Matters;3 - Computer hardware;Customer;Messe;fair 
IT Matters;3 - Computer hardware;Customer;Antwort;reply 
IT Matters;3 - Computer hardware;Customer;antworten;to reply 
IT Matters;3 - Computer hardware;Customer;Katalog;catalogue 
IT Matters;3 - Computer hardware;Customer;Schlitzschraube;slotted screw
IT Matters;3 - Computer hardware;Customer;Mit freundlichen Grüßen;Yours faithfully
IT Matters;3 - Computer hardware;Customer;Artikel auf Lager, verfügbar;in stock 
IT Matters;3 - Computer hardware;Customer;GmbH;Ltd
IT Matters;3 - Computer hardware;Customer;versenden;to dispatch
IT Matters;3 - Computer hardware;Customer;mit jemanden Geschäfte machen;to do business with somebody
IT Matters;3 - Computer hardware;Customer;Schlussformel;complimentary close
IT Matters;3 - Computer hardware;Customer;höflich;politely
IT Matters;3 - Computer hardware;Customer;Anrede;salutation
IT Matters;3 - Computer hardware;Customer;Geschäftspartner;business partner
IT Matters;3 - Computer hardware;Customer;Sehr geehrte Damen und Herren;Dear Sir or Madam
IT Matters;3 - Computer hardware;Customer;unbekannt;unknown
IT Matters;3 - Computer hardware;Customer;Viele Grüße, Mit freundlichen Grüßen;Best Regards
IT Matters;3 - Computer hardware;Customer;Mit freundlichen Grüßen;Best wishes
IT Matters;3 - Computer hardware;Customer;Mit freundlichen Grüßen;Yours sincerely
IT Milestones;1 - People and jobs in IT;Company;anwenden;to apply 
IT Milestones;1 - People and jobs in IT;Company;entwerfen, konstruieren;to design 
IT Milestones;1 - People and jobs in IT;Company; Website, Internetseite;website 
IT Milestones;1 - People and jobs in IT;Company; integrieren;to integrate 
IT Milestones;1 - People and jobs in IT;Company; Datenbank;database 
IT Milestones;1 - People and jobs in IT;Company; Schwerpunkt;focus 
IT Milestones;1 - People and jobs in IT;Company; Gestaltung, Design;design 
IT Milestones;1 - People and jobs in IT;Company; beraten;to advise 
IT Milestones;1 - People and jobs in IT;Company; Funktionalität, Handhabbarkeit;functionality 
IT Milestones;1 - People and jobs in IT;Company; Alternative, Möglichkeit;option 
IT Milestones;1 - People and jobs in IT;Company; Leistung, Nutzen;benefit 
IT Milestones;1 - People and jobs in IT;Company; gesamt;overall 
IT Milestones;1 - People and jobs in IT;Company; Vorschlag;suggestion 
IT Milestones;1 - People and jobs in IT;Company; Wirkung, Einfluss;impact 
IT Milestones;1 - People and jobs in IT;Company; Ergebnis, Erfolg;performance 
IT Milestones;1 - People and jobs in IT;Company; gründlich;thorough 
IT Milestones;1 - People and jobs in IT;Company; analytisch;analytical 
IT Milestones;1 - People and jobs in IT;Company; mündlich;verbal 
IT Milestones;1 - People and jobs in IT;Company; graphisch;graphic 
IT Milestones;1 - People and jobs in IT;Company; Fehler beheben;to troubleshoot 
IT Milestones;1 - People and jobs in IT;Company; Wartung;maintenance 
IT Milestones;1 - People and jobs in IT;Company;lokales Netzwerk;LAN 
IT Milestones;1 - People and jobs in IT;Company;Weitverkehrsnetzwerk;WAN 
IT Milestones;1 - People and jobs in IT;Company;Einführung, Umsetzung, Implementierung;implementation 
IT Milestones;1 - People and jobs in IT;Company; empfehlen;to recommend 
IT Milestones;1 - People and jobs in IT;Company; planen;to schedule 
IT Milestones;1 - People and jobs in IT;Company; umgehen mit;to handle 
IT Milestones;1 - People and jobs in IT;Company;vertraulich;confidential 
IT Milestones;1 - People and jobs in IT;Company; breit angelegt;broad 
IT Milestones;1 - People and jobs in IT;Company; mehrere;several 
IT Milestones;1 - People and jobs in IT;Company; erkennen, anerkennen;to recognize 
IT Milestones;1 - People and jobs in IT;Company; Beruf, Laufbahn, Karriere;career 
IT Milestones;1 - People and jobs in IT;Company; umreißen, skizzieren;to outline 
IT Milestones;1 - People and jobs in IT;Company; Systemberater;systems analyst 
IT Milestones;1 - People and jobs in IT;Company; Ergebnisse;findings 
IT Milestones;1 - People and jobs in IT;Company; Berufsbezeichnung;job title 
IT Milestones;1 - People and jobs in IT;Company; tauschen;to swap 
IT Milestones;1 - People and jobs in IT;Company; Lehre, Ausbildung;apprenticeship 
IT Milestones;1 - People and jobs in IT;Company; Klassenlehrer, Betreuer, Klassenlehrerin, Betreuerin;tutor 
IT Milestones;1 - People and jobs in IT;Company; Organigramm;organigram 
IT Milestones;1 - People and jobs in IT;Company; neugierig;curious 
IT Milestones;1 - People and jobs in IT;Company;bedeutend;major 
IT Milestones;1 - People and jobs in IT;Company; einzeln, gesondert;separate 
IT Milestones;1 - People and jobs in IT;Company; Blatt;sheet 
IT Milestones;1 - People and jobs in IT;Company; korporativ, kommerziell;corporate 
IT Milestones;1 - People and jobs in IT;Company; Unternehmen;enterprise 
IT Milestones;1 - People and jobs in IT;Company; eigentlich, tatsächlich;actually 
IT Milestones;1 - People and jobs in IT;Company; Werkstatt;workshop 
IT Milestones;1 - People and jobs in IT;Company; fehlerhaft, mangelhaft;faulty 
IT Milestones;1 - People and jobs in IT;Company; beitreten, mitmachen, sich jemandem anschließen, mitkommen;to join 
IT Milestones;1 - People and jobs in IT;Company; Firmengelände;premises 
IT Milestones;1 - People and jobs in IT;Company; jemanden an jemanden verweisen;to refer somebody to somebody
IT Milestones;1 - People and jobs in IT;Company;verwirklichen, realisieren;to implement 
IT Milestones;1 - People and jobs in IT;Company; Personalabteilung;Human Resources 
IT Milestones;1 - People and jobs in IT;Company;Buchhaltung;accounting 
IT Milestones;1 - People and jobs in IT;Company; Lagerhaltung;stockkeeping 
IT Milestones;1 - People and jobs in IT;Company; Erinnerung, Mahnung;reminder 
IT Milestones;1 - People and jobs in IT;Company;zuordnen;to match 
IT Milestones;1 - People and jobs in IT;Company; Kauf, Erwerb;purchase 
IT Milestones;1 - People and jobs in IT;Company; bewerten, einschätzen, abschätzen;to assess 
IT Milestones;1 - People and jobs in IT;Company; defekt;faulty 
IT Milestones;1 - People and jobs in IT;Company;Kundendienst;customer field service 
IT Milestones;1 - People and jobs in IT;Company; Anfrage;enquiry 
IT Milestones;1 - People and jobs in IT;Company; Bestellung, Auftrag;order 
IT Milestones;1 - People and jobs in IT;Company; Angebot;offer 
IT Milestones;1 - People and jobs in IT;Company; Beschreibung;description 
IT Milestones;1 - People and jobs in IT;Company;Organigramm, Organisationsschema;stay organisation chart 
IT Milestones;1 - People and jobs in IT;Company; sicher, selbstbewusst;confident 
IT Milestones;1 - People and jobs in IT;Company; angemessen, passend;appropriate 
IT Milestones;1 - People and jobs in IT;Company; bestehend;existing 
IT Milestones;1 - People and jobs in IT;Company; Messe;trade fair 
IT Milestones;1 - People and jobs in IT;Company; Jobmesse;job fair 
IT Milestones;1 - People and jobs in IT;Company; Höflichkeit;politeness 
IT Milestones;1 - People and jobs in IT;Company; höfliche Floskel;pleasantry 
IT Milestones;1 - People and jobs in IT;Company; Rentabilität;profitability 
IT Milestones;1 - People and jobs in IT;Company; sich unterhalten;to chat 
IT Milestones;1 - People and jobs in IT;Company; Gesundheit;health 
IT Milestones;1 - People and jobs in IT;Company; angenehm;pleasant 
IT Milestones;1 - People and jobs in IT;Company;Zeit verschwenden;to waste time 
IT Milestones;1 - People and jobs in IT;Company; Eindruck;impression 
IT Milestones;1 - People and jobs in IT;Company; Tagung;conference 
IT Milestones;1 - People and jobs in IT;Company; Protokoll;minutes 
IT Milestones;1 - People and jobs in IT;Company; höflich;polite 
IT Milestones;1 - People and jobs in IT;Company; gewöhnlich, üblich, normal;usual 
IT Milestones;1 - People and jobs in IT;Company; verärgert;upset 
IT Milestones;1 - People and jobs in IT;Company; Unbekannter, Unbekannte;stranger 
IT Milestones;1 - People and jobs in IT;Company; andererseits;on the other hand 
IT Milestones;1 - People and jobs in IT;Company;verantwortlich für;in charge of 
IT Milestones;1 - People and jobs in IT;Company; Kasse;cash register 
IT Milestones;1 - People and jobs in IT;Company; Vorname;given name 
IT Milestones;1 - People and jobs in IT;Company;Nachname;family name
IT Milestones;1 - People and jobs in IT;Company; beabsichtigen;to intend 
IT Milestones;2 - Computer hardware;Hardware; sich beziehen auf;to refer to 
IT Milestones;2 - Computer hardware;Hardware; Vorrichtung, Gerät;device 
IT Milestones;2 - Computer hardware;Hardware; Zubehör;accessories 
IT Milestones;2 - Computer hardware;Hardware; Projektionsgerät, Beamer;projector 
IT Milestones;2 - Computer hardware;Hardware; Zeichengerät, Plotter;plotter 
IT Milestones;2 - Computer hardware;Hardware; Grafikdigitalisierer;graphic digitizer 
IT Milestones;2 - Computer hardware;Hardware; Lichtgriffel, Lichtstift;light pen 
IT Milestones;2 - Computer hardware;Hardware; Lautsprecher;speaker 
IT Milestones;2 - Computer hardware;Hardware; Form;shape 
IT Milestones;2 - Computer hardware;Hardware; ausmachen;to make up 
IT Milestones;2 - Computer hardware;Hardware; Gehäuse;chassis 
IT Milestones;2 - Computer hardware;Hardware; Stromversorgung;power supply 
IT Milestones;2 - Computer hardware;Hardware; verwandeln, umwandeln;to transform 
IT Milestones;2 - Computer hardware;Hardware; elektrische Spannung;voltage 
IT Milestones;2 - Computer hardware;Hardware; Leiterplatte;PCB 
IT Milestones;2 - Computer hardware;Hardware; Prozessor;CPU 
IT Milestones;2 - Computer hardware;Hardware; Nachfrage, Anfrage;request 
IT Milestones;2 - Computer hardware;Hardware; Hauptplatine;mainboard 
IT Milestones;2 - Computer hardware;Hardware; beherbergen;to host 
IT Milestones;2 - Computer hardware;Hardware; Expansion, Erweiterung;expansion 
IT Milestones;2 - Computer hardware;Hardware; Zugriff;access 
IT Milestones;2 - Computer hardware;Hardware; Festplattenlaufwerk;hard disk drive 
IT Milestones;2 - Computer hardware;Hardware; Speicherung;storage 
IT Milestones;2 - Computer hardware;Hardware;Betriebssystem;operating system 
IT Milestones;2 - Computer hardware;Hardware;Anwendung;application 
IT Milestones;2 - Computer hardware;Hardware; optisches Laufwerk;optical disk drive 
IT Milestones;2 - Computer hardware;Hardware;hineinpassen;to fit in 
IT Milestones;2 - Computer hardware;Hardware; wenn nicht, außer wenn;unless 
IT Milestones;2 - Computer hardware;Hardware; sich erkundigen, anfragen;to enquire 
IT Milestones;2 - Computer hardware;Hardware; tauschen;to swap 
IT Milestones;2 - Computer hardware;Hardware; Anfrage;enquiry 
IT Milestones;2 - Computer hardware;Hardware; vorlegen, einreichen,unterbreiten;to submit 
IT Milestones;2 - Computer hardware;Hardware; entsprechend,dazugehörig;corresponding 
IT Milestones;2 - Computer hardware;Hardware; Angebot;offer 
IT Milestones;2 - Computer hardware;Hardware; Peripheriegeräte;peripheral devices 
IT Milestones;2 - Computer hardware;Hardware; montieren, zusammenbauen;to assemble 
IT Milestones;3 - Storing data;Hardware;Speichergeräte, Datenspeicher;storage devices
IT Milestones;3 - Storing data;Hardware;überschreibar;rewritable
IT Milestones;3 - Storing data;Hardware;flüchtig;volatile
IT Milestones;3 - Storing data;Hardware;löschbar;erasable
IT Milestones;3 - Storing data;Hardware;Inhalt;contents
IT Milestones;3 - Storing data;Hardware;laut, gemäß;according to
IT Milestones;3 - Storing data;Hardware;anfällig;fragile
IT Milestones;3 - Storing data;Hardware;beschädigen, korrumpieren;to corrupt
IT Milestones;3 - Storing data;Hardware; Flash-Speicher;flash memory 
IT Milestones;3 - Storing data;Hardware; Festplatte;hard disk drive 
IT Milestones;3 - Storing data;Hardware; Diskettenlaufwerk;floppy disk drive 
IT Milestones;3 - Storing data;Hardware; holographisch;holographic 
IT Milestones;3 - Storing data;Hardware; Gerücht;rumour 
IT Milestones;3 - Storing data;Hardware; absuchen;to scan 
IT Milestones;3 - Storing data;Hardware; Strahl;beam 
IT Milestones;3 - Storing data;Hardware; unwahrscheinlich;unlikely 
IT Milestones;3 - Storing data;Hardware; Gehirn;brain 
IT Milestones;3 - Storing data;Hardware; Molekülkette;molecule chain 
IT Milestones;3 - Storing data;Hardware; vermarktungsreif;market ready 
IT Milestones;3 - Storing data;Hardware; verschlüsseln, kodieren;to encode 
IT Milestones;3 - Storing data;Hardware; lächerlich;laughable 
IT Milestones;3 - Storing data;Hardware; das Wesentliche;gist 
IT Milestones;3 - Storing data;Hardware; Suchmaschine;search engine 
IT Milestones;3 - Storing data;Hardware;relationale Datenbank;relational database 
IT Milestones;3 - Storing data;Hardware; Grundlagen;foundations 
IT Milestones;3 - Storing data;Hardware; Maskottchen;mascot 
IT Milestones;3 - Storing data;Hardware; Quellcode;source code 
IT Milestones;3 - Storing data;Hardware; Änderung;alteration 
IT Milestones;3 - Storing data;Hardware; Rahmenwerk, Rahmenbedingungen;framework 
IT Milestones;3 - Storing data;Hardware; Werkzeugkiste;toolbox 
IT Milestones;3 - Storing data;Hardware; in die Lage versetzen;to enable 
IT Milestones;3 - Storing data;Hardware; Anhäufung, Gruppe;cluster 
IT Milestones;3 - Storing data;Hardware; ersetzen;to replace 
IT Milestones;3 - Storing data;Hardware; handhaben, erledigen,bearbeiten;to handle 
IT Milestones;3 - Storing data;Hardware; sammeln, zusammentragen;to gather 
IT Milestones;3 - Storing data;Hardware; das Internet durchsuchen;to crawl the Internet 
IT Milestones;3 - Storing data;Hardware; neu anordnen;to restructure 
IT Milestones;3 - Storing data;Hardware; beseitigen, entfernen, eliminieren;to eliminate 
IT Milestones;3 - Storing data;Hardware;verdichten;to boil down 
IT Milestones;3 - Storing data;Hardware; Auswirkung, Folge;implication 
